task,instruction,response,quality
tabular classification,Can you build a classification model using deep neural networks for classifying user credit card status?,,1
tabular classification,I want you to use the TabFPN model to classify heart disease. I do not sure which datasets to use for training. You may find one(s).,,1
tabular classification,Can you help me predict student performance in secondary education (high school) by building a machine learning model for this task?,"{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular classification"",
        ""application_domain"": ""education"",
        ""description"": ""Predict student performance in secondary education (high school) by building a machine learning model."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": """",
            ""modality"": [""tabular""],
            ""target_variables"": [""student performance""],
            ""specification"": null,
            ""description"": ""A dataset containing information about students and their performance in secondary education."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""infer-search""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""A machine learning model to predict student performance in high school.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The JSON structure is built based on the user's request to predict student performance in high school, which aligns with a 'tabular classification' problem in the 'tabular data analysis' area. The request lacks specific details about performance metrics, complexity metrics, dataset specifications, model specifications, and feature engineering requirements, hence these fields are left generic or empty. This structure assumes a medium level of AI and ML technical expertise implied by the nature of the task. Further information from the user could refine areas such as dataset source, model specifics, and deployment details."",
        ""score"": 0.8
    }
}",1
tabular classification,"I am trying to solve a data science task of binary classification for predicting the smoking item, which is a binary label with 0 and 1. Can you train any model on any dataset such that I can successfully solve this task?",,1
tabular classification,"Hello, I am working on a project for my class where we have to predict customer churn from a dataset provided by our instructor. The dataset includes customer demographics, service usage patterns, and churn status. What steps should I take to ensure my model is robust and performs well? I'd also like to know how to measure the performance of my model accurately.",,1
tabular classification,"As a school administrator, I'm interested in identifying students who may need additional support to meet academic standards. Can we use their current performance data to flag those at risk of falling behind?",,0
tabular classification,"In the healthcare sector, we're trying to improve patient care by identifying which patients might face complications post-surgery. Can we look into historical patient records to foresee these cases?",,0
tabular classification,"As a bank manager, I need to streamline the loan approval process. How can we quickly determine which applicants are likely to default on their loans without going through each application manually?","{
    ""user"": {
        ""intent"": ""consult-build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular classification"",
        ""application_domain"": ""banking"",
        ""description"": ""As a bank manager, I need to streamline the loan approval process. How can we quickly determine which applicants are likely to default on their loans without going through each application manually?"",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": """",
            ""modality"": [""tabular""],
            ""target_variables"": [""loan default likelihood""],
            ""specification"": null,
            ""description"": ""The dataset should contain information about loan applicants, including their financial history, credit score, employment status, and any other relevant data that could help predict their likelihood of defaulting on a loan."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""infer-search""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""A model capable of classifying loan applicants based on their likelihood to default. The model should be efficient, with a focus on accuracy and the ability to handle a variety of input features.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The JSON response has been constructed to align closely with the user's request, following the provided template and instructions. The user's intent and expertise level were inferred based on the context of their request. Since the user's query involves streamlining a loan approval process through tabular data analysis, the specified areas, tasks, and methodologies were chosen accordingly. Essential details were filled out to the best of my understanding from the provided instructions. However, some fields, such as specific performance metrics and model specifications, were left blank due to the lack of explicit information in the user's request. The confidence score reflects the adherence to the provided instruction and template, with some assumptions made due to incomplete details in the request."",
        ""score"": 0.8
    }
}",0
tabular classification,"Running a customer service department, I'd like to automatically route customer complaints to the appropriate departments based on the nature of their issues. Can we sort these complaints without reading each one?",,0
tabular classification,We're a logistics company trying to optimize our delivery routes. Can we predict which packages are most likely to experience delays?,,0
tabular regression,"You are solving this data science tasks of regression: 
The dataset presented here (the Concrete Strength Dataset) comprises a lot of numerical features. We have splitted the dataset into three parts of train, valid, and test. Your task is to predict the strength item. The evaluation metric is the root mean squared error (RMSE).
Now train a regression model to get a good performance on this task.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""tabular data analysis"",
        ""downstream_task"": ""tabular regression"",
        ""application_domain"": ""material science"",
        ""description"": ""Predict the strength of concrete based on its composition and processing parameters using regression analysis."",
        ""performance_metrics"": [
            {
                ""name"": ""RMSE"",
                ""value"": null
            }
        ],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Concrete Strength Dataset"",
            ""modality"": [""tabular""],
            ""target_variables"": [""strength item""],
            ""specification"": null,
            ""description"": ""A dataset containing numerical features related to concrete composition and processing, split into training, validation, and testing parts."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""classical machine learning"",
            ""specification"": null,
            ""description"": ""A regression model to predict concrete strength.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The instruction is clear on the task (regression analysis), the target variable (strength of concrete), and the evaluation metric (RMSE). However, the instruction does not specify any model or feature engineering requirements, hence the generic 'classical machine learning' type for model and empty fields where specifics might be required. The instruction's specificity on dataset and task makes it relatively straightforward to map to the provided template."",
        ""score"": 0.9
    }
}",2
