task,instruction,response,quality
text classification,"My goal is to sort patient feedback into different categories of care quality using text data from online reviews. I'm new to NLP and not sure which model to use for categorizing feedback. Also, I'm concerned about making sure the model runs quickly enough to process thousands of reviews.",,1
text classification,I want to analyze Twitter data to find patterns in sentiment during major events. I've got a dataset of tweets but am overwhelmed by the model options. Is there an easy-to-use model that can handle this sort of task?,,1
text classification,"I'm working on a project with the 20 Newsgroups dataset. The task is to organize these posts into groups, but I'm stuck on which model to pick. I'm also worried about how long it might take to train.","{
    ""user"": {
        ""intent"": ""consult-build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""natural language processing"",
        ""downstream_task"": ""text classification"",
        ""application_domain"": ""newsgroups classification"",
        ""description"": ""I'm working on a project with the 20 Newsgroups dataset. The task is to organize these posts into groups, but I'm stuck on which model to pick. I'm also worried about how long it might take to train."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""20 Newsgroups"",
            ""modality"": [""text""],
            ""target_variables"": [],
            ""specification"": null,
            ""description"": ""A collection of approximately 20,000 newsgroup documents, partitioned across 20 different newsgroups."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": """",
            ""specification"": null,
            ""description"": ""The user is considering different models for organizing posts into groups within the 20 Newsgroups dataset but is unsure which to pick and concerned about training time.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""This JSON response has been crafted based on the instruction to organize the 20 Newsgroups dataset into groups, indicating a 'consult-build' intent with 'medium' expertise. The task falls under 'natural language processing' with 'text classification' as the downstream task, specifically within the 'newsgroups classification' domain. The dataset specified is the '20 Newsgroups', a well-known collection for such tasks. The model section is left open-ended to align with the user's request for advice on model selection and concerns about training time, which are common considerations at a 'medium' level of expertise. Confidence in this structured response is moderate, reflecting a careful interpretation of the provided instruction and an alignment with the template schema's specifications."",
        ""score"": 0.75
    }
}",1
text classification,I'm interested in building something that can identify fake news articles. I stumbled upon the FakeNewsNet dataset but am stuck on how to proceed. What's a good beginner model for text classification that I could use here?,,1
text classification,"I'd like to classify textual reviews into star ratings. I was thinking about using a multi-layer perceptron. How many layers are enough, and how fast can it classify reviews?",,1
text classification,"Our team is swamped with emails daily, and we’re struggling to keep up. Is there a way to automatically categorize these emails by urgency or topic? This would help us prioritize our responses and ensure nothing critical falls through the cracks.",,0
text classification,I have a lot of review texts posted by the customers in our online store website. What can I do with them to better understand my customers?,,0
text classification,"We're drowning in paperwork, especially when it comes to processing claims and service requests. If there's a system that can automatically read and sort these documents based on their content, it would drastically cut down our processing time and reduce errors.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""low""
    },
    ""problem"": {
        ""area"": ""natural language processing"",
        ""downstream_task"": ""text classification"",
        ""application_domain"": ""administrative document processing"",
        ""description"": ""We're drowning in paperwork, especially when it comes to processing claims and service requests. If there's a system that can automatically read and sort these documents based on their content, it would drastically cut down our processing time and reduce errors."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": """",
            ""modality"": [""text""],
            ""target_variables"": [],
            ""specification"": null,
            ""description"": ""Document dataset related to claims and service requests."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""neural networks"",
            ""specification"": null,
            ""description"": ""A model that can automatically read and sort documents based on their content.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The provided instruction was clear in expressing a need for a system capable of automatically reading and sorting administrative documents such as claims and service requests. Given the nature of the task involving document processing and content-based sorting, it was interpreted as a text classification problem under the area of natural language processing. The intent was classified as 'build' due to the explicit desire for system development. The user's expertise level is assumed to be 'low', considering the request does not specify any technical detail about the implementation. The dataset modality is set to 'text' as the system is expected to process written documents. All other fields were filled out based on the available information and the schema's structure, although specific details were not provided in the instruction."",
        ""score"": 0.85
    }
}",0
text classification,I want to ensure our product descriptions and marketing materials are resonating with our target audience. Is there a way to automatically analyze customer reactions to different product launches or marketing campaigns to guide our future strategies?,,0
text classification,"We have a vast archive of market research reports and need an efficient way to sort them by industry relevance and emerging trends. If there's a method to streamline this process, it could significantly enhance our strategic planning and competitive analysis efforts.",,0
machine translation,"For our next project, we're targeting the Common Crawl dataset to develop a transformer-based machine translation system. The goal is to achieve seamless translation between English and Japanese. Please ensure the model can handle colloquial expressions with at least a 95% accuracy rate.","{
  ""user"": {
    ""intent"": ""build"",
    ""expertise"": ""medium""
  },
  ""problem"": {
    ""area"": ""natural language processing"",
    ""downstream_task"": ""machine translation"",
    ""application_domain"": ""data science"",
    ""description"": ""Develop a transformer-based machine translation system targeting the Common Crawl dataset for seamless translation between English and Japanese, handling colloquial expressions."",
    ""performance_metrics"": [
      {
        ""name"": ""accuracy"",
        ""value"": 0.95
      }
    ],
    ""complexity_metrics"": []
  },
  ""dataset"": [
    {
      ""name"": ""Common Crawl"",
      ""modality"": [
        ""text""
      ],
      ""target_variables"": [],
      ""specification"": null,
      ""description"": ""A comprehensive dataset of web pages for developing a machine translation system."",
      ""preprocessing"": [],
      ""augmentation"": [],
      ""visualization"": [],
      ""source"": ""direct-search""
    }
  ],
  ""model"": [
    {
      ""name"": """",
      ""family"": ""Transformer"",
      ""type"": ""neural networks"",
      ""specification"": null,
      ""description"": ""A transformer-based model designed for high accuracy in translating between English and Japanese, with a specific focus on colloquial expressions.""
    }
  ],
  ""knowledge"": [],
  ""service"": {
    ""feature_engineering"": [],
    ""target_device"": """",
    ""deployment_endpoint"": """",
    ""inference_engine"": [],
    ""demonstration"": """"
  },
  ""confidence"": {
    ""rationale"": ""The instruction was thoroughly analyzed and mapped into the provided JSON schema based on its content. The intent to build a specific machine translation model, the requirement for handling a specific dataset (Common Crawl), and the performance target (95% accuracy) were explicitly stated. The user's expertise level is assumed to be 'medium' based on the specificity of the task and the knowledge of domain-specific datasets and models. The confidence score reflects the adherence to the instruction and the completeness of information given the details provided."",
    ""score"": 0.95
  }
}",2
machine translation,I need a bidirectional LSTM model trained on the Europarl v7 dataset for translating between Spanish and English. Focus on achieving low latency in translations for real-time communication applications. Aim for response times under 300 milliseconds.,"{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""natural language processing"",
        ""downstream_task"": ""machine translation"",
        ""application_domain"": ""real-time communication"",
        ""description"": ""I need a bidirectional LSTM model trained on the Europarl v7 dataset for translating between Spanish and English. Focus on achieving low latency in translations for real-time communication applications. Aim for response times under 300 milliseconds."",
        ""performance_metrics"": [],
        ""complexity_metrics"": [
            {
                ""name"": ""response time"",
                ""value"": 0.3,
                ""unit"": ""seconds""
            }
        ]
    },
    ""dataset"": [
        {
            ""name"": ""Europarl v7"",
            ""modality"": [""text""],
            ""target_variables"": [],
            ""specification"": null,
            ""description"": ""A dataset for translating between Spanish and English."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": ""LSTM"",
            ""type"": ""neural networks"",
            ""specification"": null,
            ""description"": ""A bidirectional LSTM model for Spanish-English translation.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": ""real-time communication applications"",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": """"
    },
    ""confidence"": {
        ""rationale"": ""The JSON structure is crafted following the template and specifically tailored to the user's request of building a bidirectional LSTM model for translating between Spanish and English, focusing on low latency for real-time applications. The request's emphasis on low latency is reflected in the 'complexity_metrics' section, aiming for a response time under 300 milliseconds. The dataset section is filled based on the explicit mention of the Europarl v7 dataset, suitable for the task. While the instruction is clear on the task, model type, dataset, and application domain, it does not specify performance metrics or advanced model specifications, leading to some fields being left as default or null, aligning with the provided template's structure and fields."",
        ""score"": 0.95
    }
}",2
