task,instruction,response,quality
time-series forecasting,"I've got this dataset on the daily temperatures of cities around the globe. Could you show me how to use an AI model, maybe something simple, to predict the temperature for tomorrow?",,1
time-series forecasting,I found a dataset of monthly rainfall in different regions and want to predict future rainfall. Can you help me set up a model? I don't really know what to choose.,,1
time-series forecasting,"For my science fair project, I'm looking at the patterns of solar energy production. I have daily data on energy production. Is there a simple model that can help me predict the energy output for the next week?","{
    ""user"": {
        ""intent"": ""consult-build"",
        ""expertise"": ""low""
    },
    ""problem"": {
        ""area"": ""time-series analysis"",
        ""downstream_task"": ""time-series forecasting"",
        ""application_domain"": ""energy"",
        ""description"": ""For my science fair project, I'm looking at the patterns of solar energy production. I have daily data on energy production. Is there a simple model that can help me predict the energy output for the next week?"",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": """",
            ""modality"": [""time series""],
            ""target_variables"": [""energy output""],
            ""specification"": null,
            ""description"": ""Daily data on solar energy production for analyzing patterns and predicting future output."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""statistical models"",
            ""specification"": null,
            ""description"": ""A simple model for predicting solar energy output based on daily production data.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The user's intent seems to be seeking advice on building a simple model for their science fair project, indicating a consult-build intent with a low expertise level in AI/ML. The problem area is identified as time-series analysis with the specific task of forecasting, relevant to the energy domain. The dataset described by the user is a time series of daily solar energy production data. The model type suggested is statistical, considering the user's request for simplicity. No specific performance or complexity metrics, preprocessing, augmentation, or visualization steps were mentioned, so these fields are left empty or null. The confidence score reflects a careful interpretation of the user's needs based on the provided instruction."",
        ""score"": 0.9
    }
}
",1
time-series forecasting,"Can we use machine learning to predict how many people will visit a website? I have data on daily website visits. I'm not sure which AI model to use, but I want something that will give me quick results.",,1
time-series forecasting,"For our real estate market dataset, develop a spatio-temporal model to forecast housing prices by neighborhood for the next year. The model should account for economic indicators, crime rates, and school district quality, prioritizing interpretability and actionable insights.",,1
time-series forecasting,I'm interested in understanding how we can anticipate the demand for our products over the next year to better manage our inventory. Is there a way to automate this process?,,0
time-series forecasting,Can we analyze past trends in raw material costs to anticipate future price changes? It would help in negotiating contracts and managing our supply chain more effectively.,,0
time-series forecasting,Is there a system that could help us predict peak periods for our services? This information would be invaluable for scheduling staff and optimizing our operations.,"{
    ""user"": {
        ""intent"": ""consult"",
        ""expertise"": ""low""
    },
    ""problem"": {
        ""area"": ""time-series analysis"",
        ""downstream_task"": ""time-series forecasting"",
        ""application_domain"": ""service industry"",
        ""description"": ""Is there a system that could help us predict peak periods for our services? This information would be invaluable for scheduling staff and optimizing our operations."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": """",
            ""modality"": [""time series""],
            ""target_variables"": [],
            ""specification"": null,
            ""description"": """",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""infer-search""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""neural networks"",
            ""specification"": null,
            ""description"": """"
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": ""cloud"",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The user's request is parsed into the 'consult' intent as it seeks advice on a predictive system for peak periods. The problem is categorized under 'time-series analysis' with a 'time-series forecasting' task, appropriate for predicting service peak times. The application domain is identified as 'service industry'. The dataset modality is set to 'time series', crucial for forecasting tasks, with an 'infer-search' source indicating the need for relevant time-series data. A neural network model type is suggested due to its effectiveness in time-series forecasting. The target deployment is assumed to be 'cloud' for scalability. The rationale and chosen fields are designed to match the user's described need without explicit details, indicating a degree of inference."",
        ""score"": 0.8
    }
}
",0
time-series forecasting,I've been wondering if there's a method to forecast customer demand for our products. Knowing this in advance could really streamline our inventory and production planning.,,0
time-series forecasting,I need to know how our sales are going to trend in the next quarter. This will directly impact our marketing spend and supply chain decisions.,,0
time-series classification,"You are solving this machine learning tasks of time-series classification: 
The dataset presented here (the Ethanol Concentration dataset) comprises real-world time series data. We have splitted the dataset into three parts of train, valid, and test. The input is a sequence of observed features (INPUT_SEQ_LEN=1751, INPUT_DIM=3). Your task is to predict the labels for the given sequence, where the label is in range of {0, 1, 2, 3}. The evaluation metric is accuracy.
Now train a time-series classification model to get a good performance on the given fixed sequences.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""time-series analysis"",
        ""downstream_task"": ""time-series classification"",
        ""application_domain"": ""real-world time series data"",
        ""description"": ""The task involves predicting labels for a given sequence from the Ethanol Concentration dataset, which contains real-world time series data. The dataset is divided into train, valid, and test parts."",
        ""performance_metrics"": [
            {
                ""name"": ""accuracy"",
                ""value"": null
            }
        ],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Ethanol Concentration dataset"",
            ""modality"": [""time series""],
            ""target_variables"": [""label""],
            ""specification"": {
                ""INPUT_SEQ_LEN"": 1751,
                ""INPUT_DIM"": 3,
                ""label"": [0, 1, 2, 3]
            },
            ""description"": ""The dataset comprises real-world time series data, split into three parts: train, valid, and test. The input is a sequence of observed features with a sequence length of 1751 and dimension of 3."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""neural networks"",
            ""specification"": null,
            ""description"": ""A time-series classification model is to be trained to predict labels for given sequences.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The JSON structure accurately reflects the user's instruction for building a time-series classification model with the Ethanol Concentration dataset. Key details about the dataset and task, such as the input sequence length and dimensions, label range, and evaluation metric, are included. The model type is specified as neural networks due to the nature of the task. This JSON is crafted to provide a clear overview of the task requirements and expected outcomes without assuming specific model architecture details or performance metrics values, which are dependent on the experimental setup and results."",
        ""score"": 0.95
    }
}",2
