task,instruction,response,quality
node classification,My advisor mentioned the Karate Club dataset for my class project. He said something about node classification. What model should I use and how do I know if it's working well?,,1
node classification,I stumbled upon the SNAP Patents dataset and thought about classifying patents. ,,1
node classification,"For my project, I want to do something with the CiteSeer dataset. It sounds cool! How do we get started on this for classifying documents, and what kind of results can we expect?","{
    ""user"": {
        ""intent"": ""consult-build"",
        ""expertise"": ""low""
    },
    ""problem"": {
        ""area"": ""graph machine learning"",
        ""downstream_task"": ""node classification"",
        ""application_domain"": ""academic document classification"",
        ""description"": ""For my project, I want to do something with the CiteSeer dataset. It sounds cool! How do we get started on this for classifying documents, and what kind of results can we expect?"",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""CiteSeer"",
            ""modality"": [""text"", ""graph""],
            ""target_variables"": [],
            ""specification"": null,
            ""description"": ""A dataset consisting of scientific publications categorized into a predefined set of topics, represented in a citation graph format where documents are nodes and citations are edges."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""neural networks"",
            ""specification"": null,
            ""description"": """"
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The user's intent is to consult and build a model for classifying academic documents using the CiteSeer dataset, indicating a combination of consulting and building (consult-build). The expertise level is set to low, assuming the user is not deeply familiar with the specifics of machine learning or graph machine learning. The problem area is graph machine learning, specifically node classification, which fits the user's intent to classify documents in the CiteSeer dataset. The dataset description is based on what is typical for CiteSeer. The model type is neural networks by default since the task often benefits from such models, though specifics are left open due to lack of detail. The confidence score and rationale reflect the assumptions made to fit the user's request into the provided template."",
        ""score"": 0.8
    }
}",1
node classification,"I was thinking about doing node classification. Someone in class mentioned Graph Isomorphism Networks (GIN). Does that make sense here? How complex is it to implement?""",,1
node classification,"The task involves the PPI (Protein-Protein Interaction) network, requiring a Diffusion Convolutional Neural Network (DCNN) for node classification. It’s crucial the model can deal with the network's heterogeneity and scale. Performance metrics should include both precision and recall, aiming for a score above 0.9 in both.",,1
node classification,We're sitting on a goldmine of data regarding professional interactions within our organization. I wonder if there's a method to discover who are the central figures in fostering collaboration and innovation across departments.,,0
node classification,"Considering the vast amount of transaction data we have, could we somehow determine the most influential products in driving sales networks? Understanding these pivotal products could revolutionize our inventory management.",,0
node classification,"Our educational institution wants to foster stronger connections between alumni. Could you help us understand which alumni act as bridges in our network, facilitating more effective engagement strategies?","{
    ""user"": {
        ""intent"": ""consult-build"",
        ""expertise"": ""medium""
    },
    ""problem"": {
        ""area"": ""graph machine learning"",
        ""downstream_task"": ""node classification"",
        ""application_domain"": ""education"",
        ""description"": ""Our educational institution wants to foster stronger connections between alumni. The goal is to identify key individuals within the alumni network who act as bridges, thereby enabling more effective engagement strategies."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": """",
            ""modality"": [""graph""],
            ""target_variables"": [],
            ""specification"": null,
            ""description"": ""The dataset should represent the alumni network, where nodes are alumni and edges represent connections between them. It should capture relevant attributes of the alumni that might influence their role as connectors in the network."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""user-upload""
        }
    ],
    ""model"": [
        {
            ""name"": """",
            ""family"": """",
            ""type"": ""neural networks"",
            ""specification"": null,
            ""description"": """"
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The provided JSON configuration accurately reflects the user's instruction by specifying the 'consult-build' intent for developing a solution within the domain of 'graph machine learning', specifically focusing on the 'node classification' task. The application domain is correctly identified as 'education', aiming to enhance alumni engagement by identifying pivotal connectors within the network. The dataset section is tailored to expect a graph-based representation of the alumni network, aligning with the task's nature. Although the instruction does not specify performance or complexity metrics, models, or detailed dataset descriptions, the JSON structure is designed to accommodate further specifics as they become available. The configuration is intended to guide the development of a solution that meets the educational institution's needs, with a medium confidence score reflecting the assumption-based filling of gaps in the provided instruction."",
        ""score"": 0.7
    }
}",0
node classification,"In the realm of social media marketing, understanding who the trendsetters are could significantly enhance our campaign's reach. Is it possible to automatically identify these influential accounts?",,0
node classification,"We have this network of suppliers and partners, and I'm trying to understand who are the key players in ensuring our supply chain remains robust. Can you help identify these crucial nodes within our network to ensure better partnership decisions?",,0
link prediction,"For the Cora dataset, please deploy a Graph Convolutional Network (GCN) to predict missing links between papers. Aim for an AUC score of at least 0.95. The model should not only predict accurately but also infer within 200 milliseconds per query.",,2
link prediction,"Using the PubMed Diabetes dataset, I need a Graph Attention Network (GAT) implemented for link prediction between diabetes-related research papers. Please ensure the model achieves a precision of over 0.90. Additionally, it should be capable of handling incremental data updates efficiently.",,2
link prediction,"For the Facebook Large Page-Page Network dataset, use a Node2Vec approach to predict future connections between pages. We are looking for a balance between precision and recall, with both metrics exceeding 0.85. The model must be scalable to accommodate the network's growth.",,2
link prediction,Deploy a SEAL model on the DBLP dataset for predicting co-authorship links. The model should achieve an F1 score of at least 0.87. It's crucial that the model can update predictions in real time as new papers are published.,,2
link prediction,Implement a PIN (Predictive Interaction Network) model for the Yeast Protein Interaction Network for link prediction. The model should efficiently handle the biological network's complexity and provide insights into potential protein interactions.,"{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""high""
    },
    ""problem"": {
        ""area"": ""graph machine learning"",
        ""downstream_task"": ""link prediction"",
        ""application_domain"": ""biological network analysis"",
        ""description"": ""Implement a PIN (Predictive Interaction Network) model for the Yeast Protein Interaction Network for link prediction. The model should efficiently handle the biological network's complexity and provide insights into potential protein interactions."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Yeast Protein Interaction Network"",
            ""modality"": [""graph""],
            ""target_variables"": [],
            ""specification"": null,
            ""description"": ""A dataset representing the Yeast Protein Interaction Network, to be used for link prediction with the PIN model."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""name"": ""Predictive Interaction Network (PIN)"",
            ""family"": """",
            ""type"": ""neural networks"",
            ""specification"": null,
            ""description"": ""A neural network model designed for predicting potential interactions in the Yeast Protein Interaction Network, focusing on handling the network's complexity.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The instruction was parsed according to the given templates and instructions. No specific performance or complexity metrics were mentioned, so these fields were left empty. The 'dataset' section was filled out with information inferred from the instruction, emphasizing the focus on the Yeast Protein Interaction Network for link prediction. The 'model' section specifies the PIN model as a neural network for handling the biological network's complexity, consistent with the instruction. Confidence in the completion and correctness of this information is high, although specifics about model architecture, metrics, and deployment details could further refine the response."",
        ""score"": 0.9
    }
}",2
link prediction,"For the Tencent Weibo social network, devise a graph machine learning model using the Attention-based Graph Neural Network (AGNN) for link prediction. Aim to maximize the model's ability to discern nuanced social connections.","{
    ""user"": {
        ""intent"": ""build"",
        ""expertise"": ""high""
    },
    ""problem"": {
        ""area"": ""graph machine learning"",
        ""downstream_task"": ""link prediction"",
        ""application_domain"": ""social network analysis"",
        ""description"": ""For the Tencent Weibo social network, devise a graph machine learning model using the Attention-based Graph Neural Network (AGNN) for link prediction. Aim to maximize the model's ability to discern nuanced social connections."",
        ""performance_metrics"": [],
        ""complexity_metrics"": []
    },
    ""dataset"": [
        {
            ""name"": ""Tencent Weibo social network"",
            ""modality"": [""graph""],
            ""target_variables"": [],
            ""specification"": null,
            ""description"": ""The dataset should represent the Tencent Weibo social network, with users as nodes and their interactions as edges, to be used for link prediction."",
            ""preprocessing"": [],
            ""augmentation"": [],
            ""visualization"": [],
            ""source"": ""direct-search""
        }
    ],
    ""model"": [
        {
            ""name"": ""Attention-based Graph Neural Network"",
            ""family"": ""Graph Neural Networks"",
            ""type"": ""neural networks"",
            ""specification"": null,
            ""description"": ""A graph machine learning model leveraging attention mechanisms to improve the prediction of nuanced social connections in the Tencent Weibo social network.""
        }
    ],
    ""knowledge"": [],
    ""service"": {
        ""feature_engineering"": [],
        ""target_device"": """",
        ""deployment_endpoint"": """",
        ""inference_engine"": [],
        ""demonstration"": null
    },
    ""confidence"": {
        ""rationale"": ""The JSON response closely follows the provided instruction and aligns with the format specified in the template. The user's intent is clearly to build a model, with high expertise in AI and ML, indicating a complex and technical task. The problem is within the graph machine learning area, specifically focusing on link prediction in the context of social network analysis. The dataset and model sections are tailored to this task, with the AGNN model being a central requirement. The performance and complexity metrics are left unspecified in the instruction, thus reflected as empty in the JSON. The absence of specific metrics or dataset specifications in the instruction limits the completeness of those sections. Confidence is high in the response's alignment with the user's intent and the instruction's details."",
        ""score"": 0.95
    }
}",2
